"Status","Latin name of herbal substance","Botanical name of plant","English common name of herbal substance","Combination","Use","Outcome","Date added to the inventory","Date added to the priority list","First published","Revision date","URL"
"P: Draft published","Vaccinii macrocarpi fructus","Vaccinium macrocarpon Aiton","Cranberry","no","","European Union herbal monograph (draft)","29/09/2015","29/09/2015","14/10/2015","31/05/2021","https://www.ema.europa.eu/en/medicines/herbal/vaccinii-macrocarpi-fructus"
